Item,Source,Full_SHAP_Path_Local_Only,Validation_Data_Path_Local_Only,Station_Mapping_Path_Local_Only,Background_Stations_Excluded,Random_Seed,Max_Points_Per_Cell,Note
Main Fig. 5,XGBoost 1-hour validation SHAP outputs,D:\zbc_research\data_handle\XGBoost_Results_1hour_re\shap_values_val.parquet,D:\zbc_research\data_handle\XGBoost_Results_1hour_re\val_data_for_shap.parquet,D:\zbc_research\data_handle\Station_Cluster_Mapping.csv,True,42,6000,GitHub release stores compact plot-ready sampled points for reproducing the published Fig. 5. Full SHAP and validation matrices are not copied to GitHub because of file-size constraints.
