Model,CV_Strategy,Time_Scale,Time_Label,Feature_Combination,Feature_Display,Feature_Order,Baseline_Feature,Baseline_R2,Feature_R2,Delta_R2,Delta_R2_Percent,P_Value_One_Tailed,T_Statistic,N_Valid_Pairs,N_Valid_Diffs_After_IQR,Significance_Stars,Annotation_Text,IQR_K,Notes,Column_Order
LGBM,Spatial_CV,7day,7d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.628428860242557,0.672914617044757,0.044485756802200016,4.448575680220001,0.17381080593030762,0.947029168832007,58,58,,"0.673
(+4.4)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,2
LGBM,Spatial_CV,31day,31d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.605974158873733,0.635394021137523,0.02941986226379001,2.941986226379001,0.21309830174585775,0.8014552793228137,58,58,,"0.635
(+2.9)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,3
LGBM,Temporal_CV,1hour,1h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.45236563577141,0.508218666796603,0.05585303102519301,5.585303102519301,1.0,-1.7722979977551598,58,58,,"0.508
(+5.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,4
LGBM,Temporal_CV,24hour,24h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.556441189243417,0.594129225999702,0.03768803675628496,3.768803675628496,0.000138877824949123,3.8750739710459343,58,58,***,"0.594
(+3.8***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,5
LGBM,Temporal_CV,7day,7d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.601146971495914,0.688287691757245,0.08714072026133102,8.714072026133103,0.04226807238738813,1.755560137673575,58,58,*,"0.688
(+8.7*)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,6
LGBM,Temporal_CV,31day,31d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.486028526144046,0.762434241872567,0.276405715728521,27.640571572852103,1.1820528001193e-17,12.08032849149909,58,58,***,"0.762
(+27.6***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,7
RF,Spatial_CV,1hour,1h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.584090243569223,0.620533809192004,0.03644356562278095,3.644356562278095,0.08727022701949771,1.374908754296734,58,58,,"0.621
(+3.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,8
RF,Spatial_CV,24hour,24h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.628579937458505,0.671653632294827,0.04307369483632195,4.307369483632195,0.09565614975960962,1.3224135216440198,58,58,,"0.672
(+4.3)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,9
RF,Spatial_CV,7day,7d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.613012163571905,0.709364259601501,0.09635209602959594,9.635209602959593,0.023178447894611362,2.0364845462426855,58,58,*,"0.709
(+9.6*)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,10
RF,Spatial_CV,31day,31d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.589943134074972,0.710209876696655,0.12026674262168302,12.026674262168303,0.1134366771459311,1.2216371829258361,58,58,,"0.710
(+12.0)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,11
RF,Temporal_CV,1hour,1h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.354619142306792,0.456552109170235,0.101932966863443,10.1932966863443,1.6683636027721915e-09,6.9876087205123385,58,58,***,"0.457
(+10.2***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,12
RF,Temporal_CV,24hour,24h,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.485373822898521,0.541803513046003,0.05642969014748206,5.642969014748206,9.834897711383658e-05,3.9807157357006284,58,58,***,"0.542
(+5.6***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,13
RF,Temporal_CV,7day,7d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.524647610855134,0.644028583801299,0.11938097294616501,11.938097294616501,8.3228600969988e-17,11.514793306235577,58,58,***,"0.644
(+11.9***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,14
RF,Temporal_CV,31day,31d,Baseline+Aggregated500,500m,4,Baseline+Meteorology,0.497335211200427,0.703330320704658,0.20599510950423094,20.599510950423095,3.537264793647419e-16,11.102836707733925,58,58,***,"0.703
(+20.6***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,15
LGBM,Spatial_CV,1hour,1h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.587487026652078,0.547241268272558,-0.040245758379519936,-4.024575837951994,1.0,-0.8586663604610315,58,58,,"0.547
(-4.0)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,0
LGBM,Spatial_CV,24hour,24h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.622076484387867,0.611811490922175,-0.010264993465691985,-1.0264993465691985,0.35119089953652377,0.38403447472015867,58,58,,"0.612
(-1.0)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,1
LGBM,Spatial_CV,7day,7d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.628428860242557,0.621980098152532,-0.006448762090024984,-0.6448762090024984,0.2080424737233682,0.8191990672706568,58,58,,"0.622
(-0.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,2
LGBM,Spatial_CV,31day,31d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.605974158873733,0.586968461527867,-0.01900569734586599,-1.900569734586599,0.1301455747753526,1.1370107850226898,58,58,,"0.587
(-1.9)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,3
LGBM,Temporal_CV,1hour,1h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.45236563577141,0.513950056357208,0.06158442058579805,6.158442058579805,1.0,-0.2672408533413034,58,58,,"0.514
(+6.2)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,4
LGBM,Temporal_CV,24hour,24h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.556441189243417,0.599056787525447,0.04261559828202999,4.261559828202999,5.2997075184412225e-05,4.166818890918683,58,58,***,"0.599
(+4.3***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,5
LGBM,Temporal_CV,7day,7d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.601146971495914,0.674830378177048,0.07368340668113404,7.3683406681134045,0.1664479191463877,0.9765960829370368,58,58,,"0.675
(+7.4)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,6
LGBM,Temporal_CV,31day,31d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.486028526144046,0.744539995543403,0.258511469399357,25.8511469399357,1.4716235100530857e-16,11.351809494315438,58,58,***,"0.745
(+25.9***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,7
RF,Spatial_CV,1hour,1h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.584090243569223,0.5955750216941,0.011484778124877026,1.1484778124877026,0.16787186711634994,0.97081173207438,58,58,,"0.596
(+1.1)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,8
RF,Spatial_CV,24hour,24h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.628579937458505,0.629392330864935,0.0008123934064299121,0.08123934064299121,0.3283211068056216,0.4468979628706956,58,58,,"0.629
(+0.1)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,9
RF,Spatial_CV,7day,7d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.613012163571905,0.648599482658191,0.035587319086285985,3.5587319086285985,0.08508782390366369,1.3891994289262901,58,58,,"0.649
(+3.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,10
RF,Spatial_CV,31day,31d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.589943134074972,0.62380032908476,0.03385719500978801,3.385719500978801,0.10506502663581453,1.267500703288748,58,58,,"0.624
(+3.4)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,11
RF,Temporal_CV,1hour,1h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.354619142306792,0.459811128682558,0.10519198637576604,10.519198637576604,1.4111791740990452e-10,7.631201750199685,58,58,***,"0.460
(+10.5***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,12
RF,Temporal_CV,24hour,24h,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.485373822898521,0.549199568379154,0.06382574548063297,6.382574548063297,9.15468267457303e-07,5.317028416745766,58,58,***,"0.549
(+6.4***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,13
RF,Temporal_CV,7day,7d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.524647610855134,0.6502121456246,0.12556453476946594,12.556453476946594,2.262713673905601e-19,13.2649441939815,58,58,***,"0.650
(+12.6***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,14
RF,Temporal_CV,31day,31d,Baseline+Aggregated1000,1000m,5,Baseline+Meteorology,0.497335211200427,0.66513858367235,0.167803372471923,16.7803372471923,1.8239752206795367e-09,6.964357396742911,58,58,***,"0.665
(+16.8***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,15
LGBM,Spatial_CV,1hour,1h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.587487026652078,0.571494096561127,-0.01599293009095093,-1.599293009095093,0.38982057987099106,0.28111367934748904,58,58,,"0.571
(-1.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,0
LGBM,Spatial_CV,24hour,24h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.622076484387867,0.634841400582706,0.012764916194838993,1.2764916194838993,0.1661432080998767,0.9778381305995988,58,58,,"0.635
(+1.3)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,1
LGBM,Spatial_CV,7day,7d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.628428860242557,0.652906359749494,0.024477499506937006,2.4477499506937006,0.11367962987808301,1.2203439143258104,58,58,,"0.653
(+2.4)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,2
LGBM,Spatial_CV,31day,31d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.605974158873733,0.550258074803627,-0.055716084070105976,-5.571608407010597,0.1941077252573434,0.8695092990656274,58,58,,"0.550
(-5.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,3
LGBM,Temporal_CV,1hour,1h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.45236563577141,0.511375610058841,0.059009974287431044,5.900997428743104,1.0,-0.9155095800587044,58,58,,"0.511
(+5.9)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,4
LGBM,Temporal_CV,24hour,24h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.556441189243417,0.604080906619384,0.04763971737596695,4.763971737596695,2.7370422844645116e-05,4.361721630977737,58,58,***,"0.604
(+4.8***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,5
LGBM,Temporal_CV,7day,7d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.601146971495914,0.676627750672683,0.07548077917676899,7.548077917676899,0.10479742431177835,1.2690106629581186,58,58,,"0.677
(+7.5)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,6
LGBM,Temporal_CV,31day,31d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.486028526144046,0.75124257973509,0.265214053591044,26.5214053591044,1.5824278954542427e-18,12.675756790596045,58,58,***,"0.751
(+26.5***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,7
RF,Spatial_CV,1hour,1h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.584090243569223,0.608617624365809,0.024527380796586007,2.4527380796586007,0.10335773713447596,1.277183759184498,58,58,,"0.609
(+2.5)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,8
RF,Spatial_CV,24hour,24h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.628579937458505,0.656376253194372,0.02779631573586694,2.779631573586694,0.1328129045235048,1.1242346164981252,58,58,,"0.656
(+2.8)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,9
RF,Spatial_CV,7day,7d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.613012163571905,0.678009902215055,0.06499773864314995,6.499773864314995,0.05390407832955535,1.6338224402733517,58,58,,"0.678
(+6.5)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,10
RF,Spatial_CV,31day,31d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.589943134074972,0.642345174288746,0.05240204021377404,5.240204021377403,0.09098593206045873,1.3511952082753818,58,58,,"0.642
(+5.2)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,11
RF,Temporal_CV,1hour,1h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.354619142306792,0.451690107644127,0.097070965337335,9.7070965337335,7.161611706026256e-10,7.207989883044734,58,58,***,"0.452
(+9.7***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,12
RF,Temporal_CV,24hour,24h,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.485373822898521,0.54349637648852,0.058122553589999015,5.812255358999901,2.9267951616487195e-06,4.997380170251186,58,58,***,"0.543
(+5.8***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,13
RF,Temporal_CV,7day,7d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.524647610855134,0.641198230413211,0.116550619558077,11.6550619558077,1.1388251426775963e-19,13.476212111743465,58,58,***,"0.641
(+11.7***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,14
RF,Temporal_CV,31day,31d,Baseline+Aggregated2000,2000m,6,Baseline+Meteorology,0.497335211200427,0.703219386682237,0.20588417548181004,20.588417548181003,3.3724100953608163e-14,9.840957232141312,58,58,***,"0.703
(+20.6***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,15
LGBM,Spatial_CV,1hour,1h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.587487026652078,0.555800659774413,-0.03168636687766502,-3.1686366877665018,0.44635941755717956,0.13546838499399502,58,58,,"0.556
(-3.2)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,0
LGBM,Spatial_CV,24hour,24h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.622076484387867,0.612112700086706,-0.00996378430116096,-0.9963784301160961,0.26735883862773846,0.6246126124234389,58,58,,"0.612
(-1.0)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,1
LGBM,Spatial_CV,7day,7d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.628428860242557,0.635040788834149,0.006611928591592098,0.6611928591592098,0.15409821971996907,1.0282061141938459,58,58,,"0.635
(+0.7)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,2
LGBM,Spatial_CV,31day,31d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.605974158873733,0.583163695201086,-0.02281046367264694,-2.281046367264694,0.1273764724543672,1.150472775573535,58,58,,"0.583
(-2.3)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,3
LGBM,Temporal_CV,1hour,1h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.45236563577141,0.511155145524445,0.058789509753034985,5.878950975303498,1.0,-0.9733170398793489,58,58,,"0.511
(+5.9)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,4
LGBM,Temporal_CV,24hour,24h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.556441189243417,0.603237968206252,0.04679677896283496,4.679677896283496,2.4019945739697688e-05,4.39979884410325,58,58,***,"0.603
(+4.7***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,5
LGBM,Temporal_CV,7day,7d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.601146971495914,0.685989348240487,0.08484237674457296,8.484237674457296,0.04032602399901572,1.7785175458120213,58,58,*,"0.686
(+8.5*)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,6
LGBM,Temporal_CV,31day,31d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.486028526144046,0.753323512560661,0.267294986416615,26.729498641661497,6.156401682749662e-16,10.94661719481481,58,58,***,"0.753
(+26.7***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,7
RF,Spatial_CV,1hour,1h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.584090243569223,0.601475723641238,0.017385480072015014,1.7385480072015014,0.10556057133771891,1.264712094116247,58,58,,"0.601
(+1.7)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,8
RF,Spatial_CV,24hour,24h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.628579937458505,0.645655928518733,0.017075991060227946,1.7075991060227946,0.13841760576624007,1.0979674677908036,58,58,,"0.646
(+1.7)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,9
RF,Spatial_CV,7day,7d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.613012163571905,0.668361402576449,0.055349239004544026,5.534923900454403,0.05603506465681482,1.6139093691695634,58,58,,"0.668
(+5.5)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,10
RF,Spatial_CV,31day,31d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.589943134074972,0.626003896479518,0.03606076240454603,3.606076240454603,0.09860277442232097,1.3047965257363625,58,58,,"0.626
(+3.6)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,11
RF,Temporal_CV,1hour,1h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.354619142306792,0.453444006256154,0.09882486394936202,9.882486394936201,7.432725723219878e-11,7.7984441653550745,58,58,***,"0.453
(+9.9***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,12
RF,Temporal_CV,24hour,24h,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.485373822898521,0.539126964187361,0.053753141288839956,5.375314128883995,2.9502087644934363e-06,4.995167227190532,58,58,***,"0.539
(+5.4***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,13
RF,Temporal_CV,7day,7d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.524647610855134,0.634335200443024,0.10968758958789004,10.968758958789005,6.04106484926512e-21,14.400401059705473,58,58,***,"0.634
(+11.0***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,14
RF,Temporal_CV,31day,31d,Baseline+Aggregated3000,3000m,7,Baseline+Meteorology,0.497335211200427,0.685021069717673,0.18768585851724595,18.768585851724595,1.821888934710793e-13,9.3856416511359,58,58,***,"0.685
(+18.8***)",1000,Supplementary Fig. 3 source-data cell. Delta_R2_Percent is feature R2 minus baseline R2 multiplied by 100. P values are one-tailed paired t-tests across monitoring stations after IQR filtering.,15
