Panel,Panel_Description,Model,Model_Display,CV_Strategy,CV_Display,Time_Scale_Raw,Time_Scale_Display,Column_Key,Column_Order,Feature_Raw,Feature_Domain,Feature_Order,Baseline_Feature_Raw,Is_Baseline,Absolute_R2,Baseline_R2,Delta_R2,Delta_R2_Percent,P_Value_One_Tailed,Significance_Stars,N_Station_Pairs,Mean_Station_Delta_R2,Annotation_Text,Significance_Test,Notes
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.67161129123086,0.601146971495914,0.07046431973494605,7.046431973494604,1.7881311804278002e-06,***,58.0,0.14982578188686088,"0.672
(+7.0***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.584840505935168,0.486028526144046,0.098811979791122,9.8811979791122,8.903112661225648e-08,***,58.0,0.2313578002180057,"0.585
(+9.9***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.669595534386118,0.584090243569223,0.08550529081689495,8.550529081689495,0.02954180605671778,*,58.0,0.1211285486965433,"0.670
(+8.6*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.731518430600015,0.628579937458505,0.10293849314150993,10.293849314150993,0.03331773008321698,*,58.0,0.1900219447949068,"0.732
(+10.3*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.736960865300018,0.613012163571905,0.12394870172811301,12.3948701728113,0.030273471152662688,*,58.0,0.4227641284954677,"0.737
(+12.4*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.714529928188928,0.589943134074972,0.12458679411395601,12.4586794113956,0.03736736802958947,*,58.0,0.6404491432256296,"0.715
(+12.5*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.433837958312771,0.354619142306792,0.07921881600597902,7.921881600597902,1.4261303492040836e-05,***,58.0,0.08078019163324938,"0.434
(+7.9***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.587187221421436,0.485373822898521,0.10181339852291499,10.181339852291499,6.568576291183598e-10,***,58.0,0.11478487337633088,"0.587
(+10.2***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.633920170874959,0.524647610855134,0.109272560019825,10.9272560019825,1.3845063269598744e-14,***,58.0,0.153392306317196,"0.634
(+10.9***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+Emission,Emission,4,Baseline+Meteorology,No,0.610485404186647,0.497335211200427,0.11315019298621998,11.315019298621998,9.976016853437877e-07,***,58.0,0.18987031368671856,"0.610
(+11.3***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,1hour,1h,LGBM|Spatial_CV|1hour,1,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.536024327041996,0.587487026652078,-0.051462699610081986,-5.146269961008199,1.0,,58.0,-0.03996813662163995,"0.536
(-5.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,24hour,24h,LGBM|Spatial_CV|24hour,2,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.618834278110241,0.622076484387867,-0.0032422062776259475,-0.32422062776259475,1.0,,58.0,-0.006642829323872033,"0.619
(-0.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,7day,7d,LGBM|Spatial_CV|7day,3,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.628257687506846,0.628428860242557,-0.00017117273571098934,-0.017117273571098934,0.45255623808328527,,58.0,0.0004942123937022835,"0.628
(-0.0)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,31day,31d,LGBM|Spatial_CV|31day,4,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.601098432998801,0.605974158873733,-0.004875725874932013,-0.4875725874932013,1.0,,58.0,-0.013975082025231378,"0.601
(-0.5)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,1hour,1h,LGBM|Temporal_CV|1hour,5,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.475001057606483,0.45236563577141,0.022635421835073,2.2635421835073,4.006601628370795e-06,***,58.0,0.023639439682459403,"0.475
(+2.3***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,24hour,24h,LGBM|Temporal_CV|24hour,6,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.566116241881231,0.556441189243417,0.009675052637813986,0.9675052637813986,0.00018768145520036677,***,58.0,0.03851640926028195,"0.566
(+1.0***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.638563763863477,0.601146971495914,0.03741679236756301,3.741679236756301,1.0,,58.0,-0.03325955688097684,"0.639
(+3.7)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.606768913150421,0.486028526144046,0.12074038700637502,12.074038700637502,0.08464413206170121,,58.0,0.04742947584798496,"0.607
(+12.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.61119853699165,0.584090243569223,0.027108293422427043,2.7108293422427043,0.026373443202849393,*,58.0,0.07042964962598666,"0.611
(+2.7*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.629825391216275,0.628579937458505,0.0012454537577699654,0.12454537577699654,1.0,,58.0,-0.008833166915342446,"0.630
(+0.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.602316992098969,0.613012163571905,-0.010695171472935971,-1.0695171472935971,1.0,,58.0,-0.032109039196288464,"0.602
(-1.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.575625173401719,0.589943134074972,-0.014317960673252972,-1.4317960673252972,1.0,,58.0,-0.06444511204978742,"0.576
(-1.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.427322984913473,0.354619142306792,0.072703842606681,7.2703842606681,1.4013951352359428e-09,***,58.0,0.0774828415984655,"0.427
(+7.3***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.474518894457642,0.485373822898521,-0.010854928440878986,-1.0854928440878986,1.0,,58.0,-0.02705979867229047,"0.475
(-1.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.532643217753097,0.524647610855134,0.00799560689796297,0.799560689796297,1.0,,58.0,-0.0099870124871871,"0.533
(+0.8)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+Temp,Temporal,5,Baseline+Meteorology,No,0.523080472915397,0.497335211200427,0.025745261714970047,2.5745261714970047,0.35312659228158494,,58.0,0.011374129668939333,"0.523
(+2.6)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,1hour,1h,LGBM|Spatial_CV|1hour,1,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.568260682495554,0.587487026652078,-0.019226344156524022,-1.9226344156524022,0.4921668012484675,,58.0,0.0013694492896149063,"0.568
(-1.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,24hour,24h,LGBM|Spatial_CV|24hour,2,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.598631020040288,0.622076484387867,-0.023445464347578993,-2.3445464347578993,0.4258094459323289,,58.0,0.019395727862082133,"0.599
(-2.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,7day,7d,LGBM|Spatial_CV|7day,3,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.586545271189639,0.628428860242557,-0.041883589052918,-4.1883589052918,0.325035190505832,,58.0,0.09726121767207471,"0.587
(-4.2)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,31day,31d,LGBM|Spatial_CV|31day,4,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.406141990926806,0.605974158873733,-0.199832167946927,-19.983216794692698,1.0,,58.0,-0.17771950684477683,"0.406
(-20.0)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,1hour,1h,LGBM|Temporal_CV|1hour,5,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.450750370686311,0.45236563577141,-0.0016152650850989603,-0.16152650850989603,8.241712441249047e-17,***,58.0,0.0107159986329679,"0.451
(-0.2***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,24hour,24h,LGBM|Temporal_CV|24hour,6,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.602614404968866,0.556441189243417,0.04617321572544897,4.617321572544897,3.550653389781388e-14,***,58.0,0.10171946479480587,"0.603
(+4.6***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.652502847473917,0.601146971495914,0.05135587597800295,5.135587597800296,0.024103156064849304,*,58.0,0.06237712088316348,"0.653
(+5.1*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.597492944448905,0.486028526144046,0.11146441830485898,11.146441830485898,2.800287697643163e-12,***,58.0,0.24820533686557436,"0.597
(+11.1***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.621643482134189,0.584090243569223,0.03755323856496595,3.755323856496595,0.07398018604240797,,58.0,0.08909017439245986,"0.622
(+3.8)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.630745481903204,0.628579937458505,0.0021655444446989636,0.21655444446989636,0.20524031938496004,,58.0,0.08560023955566587,"0.631
(+0.2)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.637587634313011,0.613012163571905,0.024575470741105998,2.4575470741106,0.10564837491581341,,58.0,0.2816294114975813,"0.638
(+2.5)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.595174967712114,0.589943134074972,0.005231833637141969,0.5231833637141969,0.13841468960695477,,58.0,0.38729290288659174,"0.595
(+0.5)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.426295175725838,0.354619142306792,0.07167603341904605,7.167603341904605,7.498040634095862e-06,***,58.0,0.0735454923417705,"0.426
(+7.2***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.572796328813965,0.485373822898521,0.08742250591544404,8.742250591544403,4.979905421755686e-10,***,58.0,0.09571353886575251,"0.573
(+8.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.61420492083647,0.524647610855134,0.08955730998133604,8.955730998133603,1.3909345998164114e-14,***,58.0,0.13555588122985796,"0.614
(+9.0***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+Topo,Topology,6,Baseline+Meteorology,No,0.584011573903414,0.497335211200427,0.08667636270298695,8.667636270298695,7.18631014216043e-05,***,58.0,0.15858064215002884,"0.584
(+8.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,1hour,1h,LGBM|Spatial_CV|1hour,1,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.548515017787092,0.587487026652078,-0.038972008864985974,-3.8972008864985974,1.0,,58.0,-0.0296152854008293,"0.549
(-3.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,24hour,24h,LGBM|Spatial_CV|24hour,2,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.568992376307823,0.622076484387867,-0.053084108080044046,-5.308410808004405,1.0,,58.0,-0.07474245510756718,"0.569
(-5.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,7day,7d,LGBM|Spatial_CV|7day,3,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.579189826520942,0.628428860242557,-0.04923903372161498,-4.923903372161497,1.0,,58.0,-0.016653277521899205,"0.579
(-4.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,31day,31d,LGBM|Spatial_CV|31day,4,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.554781077067528,0.605974158873733,-0.051193081806204965,-5.1193081806204965,0.2979577229600934,,58.0,0.18578785428040498,"0.555
(-5.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,1hour,1h,LGBM|Temporal_CV|1hour,5,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.443157785135942,0.45236563577141,-0.009207850635467973,-0.9207850635467973,0.00022125206265840618,***,58.0,0.004208395305358689,"0.443
(-0.9***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,24hour,24h,LGBM|Temporal_CV|24hour,6,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.605858087175802,0.556441189243417,0.04941689793238502,4.941689793238502,0.006795319898458651,**,58.0,0.0293376868818243,"0.606
(+4.9**)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.620009900683002,0.601146971495914,0.018862929187087984,1.8862929187087984,0.01520511884525587,*,58.0,0.04894500957719855,"0.620
(+1.9*)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.560949681411118,0.486028526144046,0.07492115526707199,7.492115526707199,0.00016531709543222853,***,58.0,0.1584932729390144,"0.561
(+7.5***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.567836305920857,0.584090243569223,-0.016253937648366024,-1.6253937648366024,1.0,,58.0,-0.014610118049342907,"0.568
(-1.6)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.604966397220388,0.628579937458505,-0.023613540238117015,-2.3613540238117015,1.0,,58.0,-0.009828242393052787,"0.605
(-2.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.585216216007916,0.613012163571905,-0.027795947563989065,-2.7795947563989065,0.4476159021086658,,58.0,0.025822727232551402,"0.585
(-2.8)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.564859635406659,0.589943134074972,-0.025083498668313053,-2.5083498668313053,0.371669460418871,,58.0,0.14199342530460868,"0.565
(-2.5)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.431553239933984,0.354619142306792,0.076934097627192,7.6934097627192,1.507067222585859e-07,***,58.0,0.08564049517655203,"0.432
(+7.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.57856128984689,0.485373822898521,0.09318746694836905,9.318746694836905,4.4586676458737713e-14,***,58.0,0.11346441938912889,"0.579
(+9.3***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.62121097369652,0.524647610855134,0.096563362841386,9.6563362841386,1.300945666965656e-20,***,58.0,0.149755976774909,"0.621
(+9.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+UCP,UCP,7,Baseline+Meteorology,No,0.594394398001691,0.497335211200427,0.09705918680126402,9.705918680126402,5.5955947066192754e-08,***,58.0,0.19672964806634374,"0.594
(+9.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
