Panel,Panel_Description,Model,Model_Display,CV_Strategy,CV_Display,Time_Scale_Raw,Time_Scale_Display,Column_Key,Column_Order,Feature_Raw,Feature_Domain,Feature_Order,Baseline_Feature_Raw,Is_Baseline,Absolute_R2,Baseline_R2,Delta_R2,Delta_R2_Percent,P_Value_One_Tailed,Significance_Stars,N_Station_Pairs,Mean_Station_Delta_R2,Annotation_Text,Significance_Test,Notes
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,1hour,1h,LGBM|Spatial_CV|1hour,1,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.523306076945378,0.587487026652078,-0.06418094970669996,-6.418094970669996,1.0,,58.0,-0.0793943633675992,"0.523
(-6.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,24hour,24h,LGBM|Spatial_CV|24hour,2,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.588997698935927,0.622076484387867,-0.033078785451939985,-3.3078785451939985,1.0,,58.0,-0.012652175787529696,"0.589
(-3.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,7day,7d,LGBM|Spatial_CV|7day,3,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.488461480969355,0.628428860242557,-0.13996737927320196,-13.996737927320197,1.0,,58.0,-0.21239760584675313,"0.488
(-14.0)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,31day,31d,LGBM|Spatial_CV|31day,4,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.422899444489826,0.605974158873733,-0.18307471438390693,-18.307471438390692,1.0,,58.0,-0.243869408774869,"0.423
(-18.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,1hour,1h,LGBM|Temporal_CV|1hour,5,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.466929349920746,0.45236563577141,0.014563714149335993,1.4563714149335993,5.564954380972742e-35,***,58.0,0.02460758448484783,"0.467
(+1.5***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,24hour,24h,LGBM|Temporal_CV|24hour,6,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.622221720604101,0.556441189243417,0.06578053136068396,6.578053136068396,1.2591839819128908e-14,***,58.0,0.1305283507599536,"0.622
(+6.6***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.620048832413158,0.601146971495914,0.018901860917243996,1.8901860917243996,1.0,,58.0,-0.0007062998948879648,"0.620
(+1.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.557672263806274,0.486028526144046,0.07164373766222798,7.164373766222798,1.1959856739761908e-07,***,58.0,0.20777186075041398,"0.558
(+7.2***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.539855356013001,0.584090243569223,-0.04423488755622196,-4.423488755622196,1.0,,58.0,-0.0467251586486197,"0.540
(-4.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.600741128514769,0.628579937458505,-0.027838808943736026,-2.7838808943736026,1.0,,58.0,-0.015278707332405413,"0.601
(-2.8)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.607984619222319,0.613012163571905,-0.005027544349586077,-0.5027544349586077,0.13638246248503982,,58.0,0.11144066191738894,"0.608
(-0.5)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.576339635769839,0.589943134074972,-0.013603498305132966,-1.3603498305132966,0.16974067525710643,,58.0,0.20331391559219003,"0.576
(-1.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.424149889453779,0.354619142306792,0.06953074714698704,6.953074714698704,4.144253978719099e-08,***,58.0,0.08071544931942817,"0.424
(+7.0***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.575794041091094,0.485373822898521,0.09042021819257301,9.0420218192573,1.1738184505675905e-13,***,58.0,0.11053044290376905,"0.576
(+9.0***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.621172765087617,0.524647610855134,0.09652515423248298,9.652515423248298,1.775305030649924e-17,***,58.0,0.14245736139510223,"0.621
(+9.7***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+Landuse,Land Use,8,Baseline+Meteorology,No,0.593442259620502,0.497335211200427,0.096107048420075,9.6107048420075,1.1521295504106974e-07,***,58.0,0.18893221285535217,"0.593
(+9.6***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,1hour,1h,LGBM|Spatial_CV|1hour,1,Baseline+POI,POI,9,Baseline+Meteorology,No,0.523230102869362,0.587487026652078,-0.06425692378271597,-6.425692378271597,1.0,,58.0,-0.05173573616257238,"0.523
(-6.4)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,24hour,24h,LGBM|Spatial_CV|24hour,2,Baseline+POI,POI,9,Baseline+Meteorology,No,0.543604224914985,0.622076484387867,-0.07847225947288206,-7.847225947288205,1.0,,58.0,-0.04390201853113373,"0.544
(-7.8)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,7day,7d,LGBM|Spatial_CV|7day,3,Baseline+POI,POI,9,Baseline+Meteorology,No,0.519052941733614,0.628428860242557,-0.1093759185089429,-10.93759185089429,1.0,,58.0,-0.10403766619843777,"0.519
(-10.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Spatial_CV,Spatial CV,31day,31d,LGBM|Spatial_CV|31day,4,Baseline+POI,POI,9,Baseline+Meteorology,No,0.465983798555992,0.605974158873733,-0.13999036031774098,-13.999036031774098,0.4347737303809447,,58.0,0.06845612859015869,"0.466
(-14.0)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,1hour,1h,LGBM|Temporal_CV|1hour,5,Baseline+POI,POI,9,Baseline+Meteorology,No,0.439767338934225,0.45236563577141,-0.012598296837184997,-1.2598296837184997,1.0,,58.0,-0.008215730743820017,"0.440
(-1.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,24hour,24h,LGBM|Temporal_CV|24hour,6,Baseline+POI,POI,9,Baseline+Meteorology,No,0.597334126142791,0.556441189243417,0.04089293689937401,4.089293689937401,6.1697958659478765e-12,***,58.0,0.05460513647996075,"0.597
(+4.1***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,7day,7d,LGBM|Temporal_CV|7day,7,Baseline+POI,POI,9,Baseline+Meteorology,No,0.623929547664565,0.601146971495914,0.02278257616865098,2.278257616865098,1.0,,58.0,-0.027545005620336842,"0.624
(+2.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,LGBM,LightGBM,Temporal_CV,Temporal CV,31day,31d,LGBM|Temporal_CV|31day,8,Baseline+POI,POI,9,Baseline+Meteorology,No,0.580521481806223,0.486028526144046,0.09449295566217697,9.449295566217696,4.3428909526059e-06,***,58.0,0.16262745493848604,"0.581
(+9.4***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,1hour,1h,RF|Spatial_CV|1hour,9,Baseline+POI,POI,9,Baseline+Meteorology,No,0.599904352194576,0.584090243569223,0.01581410862535304,1.581410862535304,0.06887018212736748,,58.0,0.05738175225561077,"0.600
(+1.6)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,24hour,24h,RF|Spatial_CV|24hour,10,Baseline+POI,POI,9,Baseline+Meteorology,No,0.649345613590797,0.628579937458505,0.020765676132291966,2.0765676132291966,0.08974770688938814,,58.0,0.10133924519222769,"0.649
(+2.1)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,7day,7d,RF|Spatial_CV|7day,11,Baseline+POI,POI,9,Baseline+Meteorology,No,0.621859223344417,0.613012163571905,0.00884705977251199,0.8847059772511989,0.13371672396144918,,58.0,0.21077849647065133,"0.622
(+0.9)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Spatial_CV,Spatial CV,31day,31d,RF|Spatial_CV|31day,12,Baseline+POI,POI,9,Baseline+Meteorology,No,0.527043061453739,0.589943134074972,-0.06290007262123298,-6.290007262123298,0.23166353885320723,,58.0,0.2600247788028483,"0.527
(-6.3)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,1hour,1h,RF|Temporal_CV|1hour,13,Baseline+POI,POI,9,Baseline+Meteorology,No,0.388746217054553,0.354619142306792,0.034127074747761,3.4127074747761,4.7430928436347156e-05,***,58.0,0.049646166877084244,"0.389
(+3.4***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,24hour,24h,RF|Temporal_CV|24hour,14,Baseline+POI,POI,9,Baseline+Meteorology,No,0.528281757106267,0.485373822898521,0.042907934207746024,4.290793420774603,2.9899185053972342e-05,***,58.0,0.04726154316118552,"0.528
(+4.3***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,7day,7d,RF|Temporal_CV|7day,15,Baseline+POI,POI,9,Baseline+Meteorology,No,0.568628373126015,0.524647610855134,0.04398076227088099,4.398076227088099,9.393574782715092e-07,***,58.0,0.06988916757246023,"0.569
(+4.4***)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
a,Absolute R2 and marginal contribution of multi-source feature domains.,RF,Random Forest,Temporal_CV,Temporal CV,31day,31d,RF|Temporal_CV|31day,16,Baseline+POI,POI,9,Baseline+Meteorology,No,0.538704430684221,0.497335211200427,0.04136921948379402,4.136921948379402,0.0011778257676340886,**,58.0,0.110807088541844,"0.539
(+4.1**)",One-tailed paired t-test across monitoring stations,Delta_R2 is feature-domain model R2 minus baseline R2. Delta_R2_Percent is shown in percentage points.
