Summary_Level,Target_Variable,Station_Count,Raw_Record_Count,Sentinel_Missing_Count,Sentinel_Missing_Percent,NaN_Missing_Count,NaN_Missing_Percent,Total_Missing_Count,Total_Missing_Percent,Valid_After_Missing_Filter_Count,Valid_After_Missing_Filter_Percent,IQR_Outlier_Count,IQR_Outlier_Percent_Of_Valid,Final_Used_Record_Count,Final_Used_Percent_Of_Raw,Sentinel_Values_Checked,Outlier_Method,Global_IQR_Q1,Global_IQR_Q3,Global_IQR,Global_IQR_Lower_Bound,Global_IQR_Upper_Bound,Notes
Overall,NOx,58,592872,0,0.0,11113,1.8744,11113,1.8744,581759,98.1256,12834,2.2061,568925,95.9608,"-999, -9999, -99999","Global IQR filter on valid NOx values, k=5.0",19.9,50.0,30.1,-130.6,200.5,Overall QC summary for the modelling dataset. Local input path is intentionally not recorded in public release files.
